transaction_id,customer_id,product_id,store_id,date,quantity,unit_price,total_amount
348340,366,29,9,2023-12-19,4,61.16,244.64
808532,248,126,8,2023-11-02,1,82.57,82.57
613777,312,56,5,2024-03-29,1,113.08,113.08
731535,262,152,10,2023-02-04,1,84.15,84.15
533627,382,81,8,2024-03-18,1,13.26,13.26
605484,244,101,6,2024-07-31,2,15.01,30.02
569657,437,94,4,2024-02-22,2,137.35,274.7
160406,440,71,7,2023-04-08,1,15.01,15.01
422058,446,152,2,2024-06-02,2,166.12,332.24
268112,37,168,5,2023-06-17,3,64.32,192.96
475871,136,168,2,2024-08-02,3,143.01,429.03
714332,3,132,10,2024-10-16,2,166.76,333.52
543890,383,175,2,2024-06-30,2,199.92,399.84
300835,66,59,1,2024-12-12,3,7.86,23.58
814837,294,106,2,2023-05-26,1,259.03,259.03
930631,192,116,10,2024-12-12,5,184.87,924.35
201915,345,16,3,2024-10-11,1,25.5,25.5
169742,376,3,2,2024-12-19,3,74.25,222.75
962366,434,100,7,2024-01-29,3,86.57,259.71
718005,154,102,7,2023-02-06,2,94.5,189.0
110683,325,138,6,2023-02-20,1,69.68,69.68
389991,202,92,3,2023-09-22,3,183.17,549.51
990768,106,160,1,2024-11-20,2,199.36,398.72
788574,32,169,4,2023-03-13,1,96.4,96.4
483027,17,161,8,2023-08-01,2,117.76,235.52
428244,31,28,3,2023-10-07,3,117.24,351.72
581274,500,14,9,2023-09-17,1,107.43,107.43
767693,362,99,9,2023-10-26,2,43.54,87.08
351185,335,89,5,2024-02-15,1,117.76,117.76
510151,250,179,6,2023-02-20,1,11.67,11.67
266721,332,7,8,2024-09-08,2,86.57,173.14
747764,423,90,4,2024-02-08,2,88.39,176.78
872434,1,4,3,2024-11-01,5,97.6,488.0
384978,163,150,9,2023-09-30,3,39.07,117.21
908918,394,69,6,2024-04-09,1,7.99,7.99
505627,394,59,10,2024-06-02,2,156.11,312.22
622863,4,84,3,2023-03-09,2,118.52,237.04
572013,370,136,4,2024-02-28,1,61.16,61.16
743260,7,79,4,2023-06-29,2,21.23,42.46
674132,110,119,4,2024-03-27,2,200.5,401.0
482283,435,53,1,2023-08-13,2,184.87,369.74
832330,340,44,9,2023-01-28,2,200.5,401.0
550052,425,69,8,2023-12-28,4,56.59,226.36
336059,489,116,7,2023-05-11,1,280.54,280.54
857194,366,128,5,2024-11-15,5,10.82,54.1
484905,472,147,7,2023-12-04,2,99.29,198.58
290623,157,70,4,2024-09-10,2,193.21,386.42
233915,463,97,2,2024-07-14,1,84.15,84.15
920940,426,10,2,2024-09-26,3,119.39,358.17
483869,147,27,5,2023-03-27,2,303.52,607.04
982888,133,158,1,2024-06-16,2,135.05,270.1
701738,451,163,10,2024-12-25,5,135.05,675.25
556813,318,154,3,2024-03-15,2,78.37,156.74
502915,341,74,1,2024-11-27,2,11.49,22.98
327981,340,129,8,2023-05-04,1,65.27,65.27
652077,418,132,6,2024-07-21,2,284.55,569.1
380255,58,139,1,2024-01-18,2,19.1,38.2
726140,100,20,8,2023-07-07,3,73.52,220.56
198506,400,68,2,2023-08-19,3,44.75,134.25
742093,222,109,8,2024-01-10,2,131.74,263.48
864210,360,78,10,2024-06-29,3,99.29,297.87
888712,353,196,7,2024-11-28,5,119.39,596.95
293898,246,100,1,2023-12-21,4,56.59,226.36
645249,58,192,9,2024-03-30,2,159.19,318.38
429348,442,161,2,2024-10-07,2,198.91,397.82
768680,276,157,2,2023-01-25,1,21.23,21.23
743702,290,173,2,2024-02-08,3,69.66,208.98
511963,493,160,4,2024-02-09,3,37.91,113.73
931304,483,64,1,2024-10-06,3,150.37,451.11
434924,42,169,10,2023-05-20,3,47.03,141.09
999309,274,31,9,2023-10-09,3,19.1,57.3
402616,70,183,5,2024-10-02,1,112.15,112.15
458962,41,84,7,2024-10-20,3,31.45,94.35
448860,182,181,10,2023-10-26,1,199.36,199.36
997427,446,58,10,2023-09-29,3,87.93,263.79
139524,296,136,2,2023-03-30,3,176.6,529.8
105879,369,113,2,2024-12-28,5,130.51,652.55
396836,299,150,6,2023-01-12,1,171.42,171.42
924519,470,40,4,2024-08-15,1,82.38,82.38
361461,365,110,2,2023-06-30,3,185.28,555.84
641871,340,80,5,2024-01-01,1,12.29,12.29
729563,283,141,5,2024-06-21,3,78.74,236.22
412215,248,132,5,2023-08-22,1,13.56,13.56
992070,18,159,8,2024-03-25,3,131.74,395.22
970708,193,95,2,2023-01-03,1,147.53,147.53
637958,162,151,10,2024-12-09,2,256.52,513.04
404115,100,101,5,2024-05-14,1,156.36,156.36
103974,435,47,1,2024-06-20,3,118.52,355.56
634162,36,90,9,2023-06-23,2,85.67,171.34
648557,167,148,3,2024-05-18,1,7.99,7.99
790486,326,151,7,2023-10-05,2,7.86,15.72
837437,25,198,9,2024-01-03,3,97.6,292.8
205747,53,190,8,2024-02-29,2,69.68,139.36
511316,46,107,3,2024-03-13,1,7.86,7.86
164195,341,140,2,2024-06-06,2,57.26,114.52
384738,46,67,2,2024-05-08,1,48.11,48.11
618550,231,87,3,2024-11-01,2,264.41,528.82
453368,342,158,8,2023-02-17,1,212.08,212.08
459503,383,31,8,2023-08-30,1,78.37,78.37
264940,468,4,6,2024-03-27,1,45.67,45.67
726114,360,1,5,2023-05-14,2,66.5,133.0
368523,19,5,7,2024-11-17,2,110.05,220.1
148292,22,11,7,2023-06-03,2,55.12,110.24
479174,258,10,2,2023-08-02,3,88.44,265.32
917198,226,66,8,2024-08-02,2,323.19,646.38
320460,425,44,1,2023-08-12,1,48.51,48.51
726249,414,75,5,2024-05-13,1,148.89,148.89
350415,280,175,9,2024-01-21,3,166.12,498.36
684106,160,18,1,2023-05-24,3,86.57,259.71
836400,208,143,3,2023-09-08,1,88.29,88.29
307023,149,53,2,2024-12-07,2,13.19,26.38
427936,443,127,10,2023-12-12,5,168.81,844.05
345270,78,29,3,2023-04-30,3,13.19,39.57
880378,376,173,3,2023-09-21,2,75.95,151.9
413128,410,36,7,2023-10-27,2,77.56,155.12
488685,58,58,9,2024-11-23,3,117.24,351.72
383621,390,49,7,2024-07-18,2,199.36,398.72
509052,467,166,3,2024-10-18,2,13.19,26.38
597490,38,55,4,2024-10-09,3,117.24,351.72
847076,367,169,9,2024-05-10,3,54.44,163.32
615784,395,75,3,2024-11-22,1,87.66,87.66
385426,271,197,10,2024-03-06,1,39.16,39.16
657710,493,142,8,2024-07-16,3,39.08,117.24
678450,234,65,6,2023-04-18,2,323.19,646.38
111263,336,110,1,2023-09-25,2,114.62,229.24
604961,492,82,8,2024-10-22,3,91.87,275.61
472461,263,172,5,2024-02-18,3,135.05,405.15
505258,483,95,2,2023-07-26,3,88.44,265.32
760664,452,169,7,2024-01-12,1,45.82,45.82
862923,211,32,1,2023-11-29,5,126.7,633.5
348818,477,29,5,2023-12-24,5,20.24,101.2
505508,342,28,4,2024-09-18,2,11.49,22.98
433341,421,138,10,2023-03-28,3,7.86,23.58
722601,400,107,1,2023-07-18,1,340.88,340.88
872174,372,184,2,2023-09-25,3,189.07,567.21
163593,439,197,9,2024-07-15,1,127.04,127.04
782013,74,48,2,2023-05-21,1,15.01,15.01
348485,425,80,9,2024-02-14,1,187.96,187.96
276167,278,142,2,2023-01-22,1,150.37,150.37
105348,196,74,2,2023-08-19,3,18.73,56.19
722646,51,127,8,2024-01-22,3,113.08,339.24
140788,253,41,2,2024-12-24,1,77.56,77.56
225254,305,112,4,2023-06-30,2,147.53,295.06
702848,247,103,2,2023-04-27,1,67.08,67.08
848258,51,131,2,2023-02-24,3,117.76,353.28
189734,490,60,1,2024-08-08,3,119.39,358.17
460859,203,111,2,2023-10-25,2,12.29,24.58
466536,496,89,6,2024-09-11,3,44.75,134.25
233623,350,14,7,2024-04-08,3,182.17,546.51
938633,355,1,7,2023-10-13,3,107.43,322.29
135783,98,94,7,2024-05-30,1,37.33,37.33
132836,484,50,4,2024-09-02,1,69.7,69.7
768755,490,137,9,2023-11-13,3,75.95,227.85
722635,434,147,3,2023-06-01,2,159.19,318.38
668140,113,39,5,2024-10-17,2,70.04,140.08
623478,415,197,5,2023-07-29,2,284.55,569.1
447903,51,143,10,2024-01-17,3,126.25,378.75
762831,158,80,7,2023-04-05,3,156.11,468.33
698148,489,28,10,2023-12-07,1,130.62,130.62
945760,81,28,2,2024-07-01,3,168.81,506.43
855899,290,1,3,2024-12-13,5,39.08,195.4
332547,360,87,8,2023-05-03,1,156.11,156.11
266558,280,157,4,2024-12-16,4,158.75,635.0
753420,31,101,5,2024-02-11,2,159.19,318.38
151430,62,179,3,2024-02-07,3,193.21,579.63
384790,123,125,7,2024-05-22,3,17.87,53.61
251658,66,137,4,2023-10-21,3,189.07,567.21
565090,217,70,8,2024-12-17,4,166.89,667.56
187926,407,167,6,2023-04-15,1,99.72,99.72
363844,133,14,6,2023-05-24,1,45.79,45.79
952861,186,25,9,2023-04-20,3,219.15,657.45
633911,125,114,3,2024-12-16,1,86.57,86.57
355385,378,172,5,2024-07-05,3,117.76,353.28
213135,148,162,8,2023-06-12,2,88.29,176.58
496466,336,133,1,2024-07-06,3,212.08,636.24
335904,127,118,8,2023-11-16,1,61.16,61.16
904976,33,115,7,2023-07-31,1,91.87,91.87
554394,166,195,3,2024-08-04,1,69.76,69.76
667837,236,171,9,2023-12-12,2,112.15,224.3
392669,91,72,1,2023-11-03,5,17.87,89.35
419511,459,5,5,2023-06-02,1,166.12,166.12
807837,225,160,5,2024-03-26,1,45.79,45.79
359591,197,35,4,2023-05-04,3,69.76,209.28
952693,469,161,10,2024-10-24,1,21.06,21.06
554243,209,185,5,2024-02-24,3,187.96,563.88
763324,285,177,6,2024-06-30,3,293.39,880.17
887396,328,78,4,2023-11-26,5,39.16,195.8
994771,500,189,1,2024-12-01,2,87.66,175.32
579585,19,129,2,2023-07-13,1,183.17,183.17
619616,253,51,2,2024-09-18,2,29.81,59.62
174893,248,43,4,2024-11-26,4,45.79,183.16
527433,298,146,10,2024-04-08,3,99.72,299.16
382665,286,69,5,2024-03-09,1,7.1,7.1
574505,498,62,9,2023-05-16,1,168.81,168.81
207138,277,163,5,2023-08-26,1,45.82,45.82
886712,425,80,7,2024-05-23,3,96.4,289.2
579988,184,173,8,2023-08-09,2,139.66,279.32
337965,269,61,3,2024-08-14,1,97.6,97.6
448697,412,97,3,2023-09-18,1,184.87,184.87
127516,312,70,7,2023-08-18,2,85.67,171.34
575399,15,116,1,2024-09-05,2,54.44,108.88
446327,456,8,5,2024-05-16,2,7.86,15.72
393997,153,149,4,2023-05-10,1,135.3,135.3
189365,449,61,4,2024-02-07,1,137.35,137.35
268874,97,91,5,2024-02-16,1,75.95,75.95
581044,410,4,8,2024-10-27,3,174.63,523.89
859189,313,119,7,2024-10-10,3,195.61,586.83
702095,240,139,9,2023-02-21,2,13.56,27.12
428200,4,86,6,2023-07-06,3,143.42,430.26
554150,53,152,10,2023-10-08,3,11.49,34.47
190247,153,6,3,2024-02-27,1,96.4,96.4
735718,251,176,10,2024-04-02,3,78.37,235.11
169781,309,101,5,2024-02-07,2,12.29,24.58
636261,210,170,7,2023-02-03,2,127.04,254.08
988309,79,116,8,2024-06-07,1,112.76,112.76
226663,103,80,5,2024-04-22,1,130.62,130.62
782281,65,30,10,2024-09-28,1,21.06,21.06
694070,371,142,1,2024-12-06,3,87.66,262.98
454266,334,34,6,2023-12-07,3,60.33,180.99
659595,311,168,8,2024-04-06,1,194.96,194.96
116150,473,127,1,2024-08-05,1,78.37,78.37
550085,399,48,2,2023-04-29,1,143.01,143.01
376632,463,166,9,2023-09-23,1,87.93,87.93
789135,444,141,7,2024-03-14,3,37.91,113.73
161263,156,198,5,2023-03-27,2,18.73,37.46
731314,186,86,2,2023-09-18,2,127.04,254.08
121148,54,89,2,2023-06-25,3,185.28,555.84
317465,87,5,5,2024-09-25,1,187.96,187.96
386637,127,120,8,2024-09-01,2,112.76,225.52
443660,301,123,1,2023-08-16,2,156.36,312.72
314739,458,92,2,2023-08-31,1,189.07,189.07
570420,190,185,3,2023-11-04,5,119.39,596.95
826483,241,122,8,2024-01-03,1,9.82,9.82
207877,115,16,3,2024-03-07,1,126.7,126.7
251376,91,27,9,2024-11-27,1,130.62,130.62
961298,186,9,1,2023-08-03,1,3.46,3.46
483218,212,66,9,2023-08-30,2,88.44,176.88
978457,143,156,1,2024-04-03,2,77.56,155.12
639541,420,9,6,2024-02-10,2,338.93,677.86
608920,49,133,9,2024-12-21,5,47.03,235.15
665585,47,153,4,2024-03-03,1,7.1,7.1
745678,195,124,9,2023-12-22,4,47.03,188.12
453920,304,154,5,2023-05-01,3,3.46,10.38
120124,237,105,3,2024-06-27,3,39.16,117.48
533072,146,117,8,2023-09-03,2,35.05,70.1
613923,27,150,5,2023-06-17,1,31.45,31.45
420193,422,67,1,2023-11-21,5,45.79,228.95
206126,240,194,3,2023-06-04,2,21.06,42.12
897001,26,171,4,2024-04-05,1,126.7,126.7
264022,237,49,9,2024-10-07,1,189.07,189.07
367061,294,10,9,2023-06-08,2,107.1,214.2
159809,295,54,7,2023-09-30,2,143.42,286.84
659861,42,12,7,2023-08-16,1,13.19,13.19
626349,471,87,3,2024-02-21,3,84.15,252.45
465314,81,15,7,2024-01-16,1,154.4,154.4
773496,62,124,7,2024-01-09,1,83.8,83.8
438024,8,158,8,2023-08-16,3,166.12,498.36
198905,377,119,8,2024-05-12,1,153.21,153.21
744579,41,77,9,2024-03-24,3,91.87,275.61
434385,295,190,9,2023-12-23,3,11.67,35.01
708887,404,126,8,2024-05-30,2,88.39,176.78
368240,188,108,4,2024-02-26,3,249.09,747.27
727983,398,34,6,2023-12-22,3,185.28,555.84
314816,319,106,5,2024-07-17,1,338.93,338.93
273195,278,183,6,2023-04-06,1,54.44,54.44
440659,441,115,8,2023-01-27,1,106.04,106.04
628116,301,176,9,2023-11-27,2,338.93,677.86
225952,488,117,8,2024-04-26,3,143.42,430.26
480466,365,70,4,2024-04-14,1,37.33,37.33
107851,252,175,3,2023-12-21,4,284.55,1138.2
382551,326,59,2,2024-04-27,3,86.57,259.71
306393,113,195,5,2024-07-03,3,45.67,137.01
250282,346,28,5,2023-01-29,3,183.24,549.72
762975,470,83,6,2024-05-29,3,174.63,523.89
148357,362,64,9,2023-02-17,1,147.53,147.53
995309,371,98,2,2023-06-17,3,84.6,253.8
657350,260,146,6,2023-03-13,2,76.78,153.56
693492,198,100,10,2023-06-19,2,7.86,15.72
989263,273,158,1,2023-12-21,3,39.16,117.48
318065,169,113,6,2023-06-22,1,264.62,264.62
444886,261,120,5,2023-12-07,5,127.04,635.2
837965,463,145,3,2023-07-06,2,193.21,386.42
498847,252,3,3,2024-01-09,3,45.67,137.01
946081,33,168,3,2024-06-04,1,199.36,199.36
214032,436,185,2,2024-08-26,1,21.49,21.49
844402,171,191,6,2023-12-30,2,143.48,286.96
452290,374,74,10,2023-11-16,5,159.53,797.65
729044,40,56,5,2023-02-15,3,183.24,549.72
292649,78,7,9,2024-01-10,1,266.97,266.97
523434,311,142,5,2024-08-30,1,77.56,77.56
138820,271,54,7,2023-12-01,5,107.43,537.15
618683,346,20,4,2023-11-25,5,66.5,332.5
179975,360,40,10,2023-10-02,1,69.7,69.7
560603,390,170,5,2024-11-28,4,48.51,194.04
883278,409,120,10,2023-03-20,3,13.19,39.57
299115,416,141,3,2023-07-02,3,21.06,63.18
147649,337,12,1,2023-12-29,1,193.21,193.21
138231,234,49,1,2023-05-25,3,185.28,555.84
621082,30,83,4,2024-06-12,2,157.43,314.86
337354,257,111,8,2023-06-04,3,303.52,910.56
310110,495,96,9,2023-06-04,1,78.74,78.74
363554,251,80,4,2023-01-07,1,82.57,82.57
854485,190,26,8,2023-06-01,2,259.03,518.06
212986,140,46,10,2024-05-14,1,76.78,76.78
868520,101,175,10,2024-01-20,3,119.39,358.17
644739,359,146,4,2023-11-17,2,76.78,153.56
896613,355,120,4,2024-03-21,1,193.21,193.21
993576,180,189,8,2023-05-31,3,340.88,1022.64
160324,482,139,2,2024-09-13,3,110.05,330.15
717689,419,132,7,2024-10-15,2,193.21,386.42
745245,495,88,4,2023-07-15,2,166.76,333.52
696731,435,34,1,2024-11-29,2,170.98,341.96
136861,186,131,8,2024-08-08,3,174.63,523.89
968398,184,41,9,2024-06-06,1,37.83,37.83
335124,105,39,7,2023-02-07,2,323.19,646.38
980789,451,168,1,2023-09-08,2,76.78,153.56
473542,471,58,5,2023-10-29,1,69.68,69.68
883735,101,80,2,2023-08-15,3,166.89,500.67
802785,412,22,8,2023-04-01,1,54.42,54.42
214184,59,151,9,2023-10-31,3,87.93,263.79
865112,369,147,7,2024-10-23,2,264.41,528.82
167011,45,164,5,2023-04-20,2,166.76,333.52
695638,268,132,7,2024-09-10,1,145.23,145.23
340989,112,6,2,2024-07-29,1,148.89,148.89
242318,107,49,4,2024-06-27,2,69.7,139.4
793705,462,43,7,2024-06-17,1,91.89,91.89
551970,84,115,6,2024-05-05,3,153.21,459.63
682157,64,168,7,2023-07-10,2,212.08,424.16
393844,484,32,4,2024-05-29,3,31.45,94.35
897607,51,23,1,2023-09-26,1,78.37,78.37
872369,316,59,2,2024-01-22,3,146.54,439.62
410545,247,110,9,2023-05-09,1,74.25,74.25
807652,453,7,9,2024-02-01,2,12.29,24.58
355721,391,16,10,2023-01-13,1,156.11,156.11
371126,420,14,9,2023-07-03,1,284.55,284.55
288519,196,6,5,2024-07-09,1,340.88,340.88
220546,90,172,10,2023-10-31,2,82.38,164.76
519626,160,55,4,2023-10-24,2,10.82,21.64
834112,466,153,2,2024-04-12,3,75.71,227.13
573326,438,88,7,2024-04-05,2,131.74,263.48
305923,196,146,5,2023-07-31,2,67.08,134.16
431722,24,64,9,2024-09-04,1,143.42,143.42
172088,279,17,5,2024-02-27,1,96.4,96.4
496946,234,49,5,2024-04-12,3,11.49,34.47
800910,448,70,6,2024-05-30,1,340.88,340.88
890156,3,100,2,2023-07-18,2,37.61,75.22
724383,138,75,4,2023-06-01,3,264.62,793.86
660700,422,53,4,2023-12-15,3,74.59,223.77
491725,460,112,10,2023-08-03,3,168.81,506.43
814389,65,86,3,2024-08-04,2,48.51,97.02
715081,481,101,4,2023-08-13,3,48.51,145.53
309084,76,57,3,2023-07-13,2,71.46,142.92
748086,493,52,8,2023-12-09,4,17.74,70.96
911070,42,153,1,2024-05-12,3,57.26,171.78
422916,445,126,10,2024-01-17,1,4.01,4.01
935413,120,175,6,2023-06-10,2,35.05,70.1
749337,301,85,9,2023-07-28,2,157.43,314.86
150189,3,35,3,2023-02-28,3,4.01,12.03
454704,488,135,8,2024-08-13,1,71.46,71.46
195587,358,198,6,2023-12-09,1,56.59,56.59
516356,367,23,2,2023-01-05,3,43.54,130.62
684776,460,120,4,2023-01-20,1,11.67,11.67
852835,255,47,10,2023-03-05,1,57.26,57.26
448680,59,42,2,2023-07-18,2,120.61,241.22
391311,215,40,9,2023-09-03,2,13.26,26.52
565796,361,164,9,2023-07-17,3,117.24,351.72
370861,472,136,7,2024-11-14,2,39.08,78.16
184617,209,152,4,2023-05-05,3,82.38,247.14
964914,446,180,3,2024-11-07,5,20.24,101.2
485382,500,27,2,2023-12-06,1,73.52,73.52
525533,143,121,3,2023-07-23,1,284.55,284.55
295709,196,47,2,2023-01-07,2,88.69,177.38
587758,221,94,3,2023-07-11,3,96.4,289.2
322859,423,190,10,2023-02-14,2,87.66,175.32
560772,10,69,4,2024-12-22,3,12.29,36.87
929153,25,170,5,2023-01-29,3,112.15,336.45
244589,249,95,8,2023-04-07,1,37.33,37.33
855989,470,183,4,2023-02-27,2,198.21,396.42
890856,220,143,2,2023-12-07,3,184.87,554.61
685735,344,179,9,2023-08-13,2,18.73,37.46
912994,328,72,6,2024-09-16,1,84.6,84.6
701255,500,79,3,2024-02-27,1,75.95,75.95
355900,127,8,10,2024-08-23,1,15.02,15.02
820476,81,174,8,2023-01-28,1,75.71,75.71
129107,292,35,1,2023-11-11,5,97.6,488.0
295554,141,128,10,2024-03-19,2,55.17,110.34
218590,343,163,3,2023-10-10,3,195.61,586.83
264640,490,98,8,2023-03-10,2,87.66,175.32
297212,323,22,3,2024-06-21,1,44.75,44.75
433575,117,21,10,2023-03-28,2,88.29,176.58
276286,443,74,5,2024-06-13,1,21.23,21.23
125789,1,121,4,2023-04-01,3,39.07,117.21
658391,344,58,5,2023-02-20,2,54.42,108.84
769625,240,183,6,2023-03-12,1,157.43,157.43
500517,349,11,9,2023-05-11,3,33.69,101.07
557207,135,191,6,2024-05-23,2,159.19,318.38
812644,414,109,2,2023-12-03,2,60.33,120.66
864571,190,70,4,2023-05-17,1,146.54,146.54
306298,79,83,10,2023-03-10,3,143.01,429.03
676381,22,124,3,2024-02-16,3,56.59,169.77
822295,141,167,9,2024-08-25,3,182.17,546.51
875864,17,128,4,2023-02-25,3,54.44,163.32
561598,405,147,7,2023-09-11,3,137.35,412.05
224869,448,125,2,2024-06-14,3,76.78,230.34
444094,188,20,5,2023-01-14,2,112.15,224.3
436604,195,13,6,2024-04-28,3,113.08,339.24
965070,75,62,4,2023-03-01,3,176.6,529.8
352069,144,40,9,2023-07-28,3,13.21,39.63
607757,390,22,2,2023-01-12,2,111.32,222.64
456779,201,40,10,2024-02-16,2,127.04,254.08
270599,407,4,3,2024-10-26,1,77.56,77.56
581299,158,122,10,2023-04-10,3,128.84,386.52
635878,11,58,1,2023-10-07,3,100.65,301.95
312527,222,55,10,2024-11-16,1,200.5,200.5
908997,45,125,9,2024-11-02,1,17.74,17.74
710152,348,106,6,2024-09-12,2,57.26,114.52
495964,411,198,7,2024-10-13,2,264.41,528.82
828175,18,149,2,2024-11-16,2,11.49,22.98
828014,259,6,10,2023-05-02,2,87.93,175.86
305627,221,137,6,2024-04-13,2,3.46,6.92
573904,360,61,2,2024-08-06,3,90.1,270.3
628823,22,7,8,2023-06-14,3,75.71,227.13
128089,208,69,9,2024-10-04,3,88.39,265.17
675750,318,1,5,2023-08-21,1,54.44,54.44
201136,305,146,6,2023-02-20,1,48.51,48.51
556370,31,200,5,2024-01-04,2,128.84,257.68
646070,129,95,6,2023-08-01,3,97.6,292.8
892169,133,6,4,2023-03-22,1,69.68,69.68
672189,482,11,9,2024-01-20,2,39.07,78.14
614085,23,200,4,2023-04-01,2,60.33,120.66
837342,192,147,9,2024-03-12,2,15.02,30.04
887145,222,154,4,2024-02-06,1,35.05,35.05
822004,331,122,9,2024-02-24,2,74.59,149.18
385661,472,144,5,2024-05-18,2,7.1,14.2
488792,32,36,10,2024-04-21,1,159.19,159.19
240585,204,22,2,2023-06-20,1,88.69,88.69
974181,4,16,9,2023-03-16,3,143.48,430.44
772015,181,178,7,2023-05-21,2,130.62,261.24
902963,25,134,2,2023-12-17,5,130.62,653.1
890734,100,163,6,2024-11-19,2,33.69,67.38
275407,143,116,5,2024-10-23,3,139.73,419.19
260806,440,76,7,2023-05-31,1,70.25,70.25
795896,195,120,2,2023-09-10,2,48.11,96.22
404693,365,185,9,2023-07-08,2,128.84,257.68
802387,304,83,1,2023-11-04,2,293.39,586.78
501494,311,32,5,2024-01-14,1,57.26,57.26
318709,157,20,4,2023-04-30,3,153.21,459.63
781995,379,168,6,2023-05-18,2,25.5,51.0
815813,385,143,9,2023-05-18,2,157.43,314.86
172722,292,121,7,2024-10-24,3,4.01,12.03
283723,346,1,5,2024-04-12,2,25.5,51.0
392544,375,183,1,2023-04-22,2,37.83,75.66
103298,120,117,6,2023-04-05,1,156.11,156.11
817540,395,143,7,2023-05-28,3,82.57,247.71
892838,229,34,4,2023-05-07,1,101.3,101.3
261014,371,137,3,2024-11-14,4,45.82,183.28
959463,465,79,6,2024-05-30,1,48.11,48.11
314891,338,144,2,2024-08-05,2,212.08,424.16
112558,469,49,9,2023-05-08,1,47.58,47.58
849871,190,100,6,2024-03-08,3,83.8,251.4
751600,199,166,4,2024-07-17,1,187.96,187.96
390357,328,132,10,2024-05-05,1,99.72,99.72
941142,377,186,10,2023-02-24,3,74.25,222.75
270469,494,154,7,2023-07-23,3,19.1,57.3
904294,462,8,8,2024-06-05,1,284.55,284.55
447730,259,182,8,2024-12-20,1,19.1,19.1
462440,438,146,2,2023-01-08,1,147.53,147.53
500243,362,142,9,2024-02-27,3,88.44,265.32
560224,112,49,4,2023-12-21,3,13.21,39.63
388623,264,111,6,2023-12-16,2,166.76,333.52
583043,167,130,1,2024-06-06,2,133.46,266.92
561935,215,35,8,2024-05-21,3,88.44,265.32
621097,120,96,3,2023-05-19,1,150.37,150.37
971360,177,165,8,2024-04-26,3,143.42,430.26
410742,153,28,3,2023-09-24,1,33.69,33.69
975624,332,193,4,2023-07-12,3,81.21,243.63
309531,124,80,9,2023-06-09,1,25.5,25.5
226517,113,156,1,2024-11-07,2,69.76,139.52
607602,475,16,1,2023-09-03,1,111.32,111.32
246686,408,29,3,2023-11-25,1,15.01,15.01
669095,193,167,7,2024-02-09,2,33.78,67.56
331083,371,196,3,2023-04-08,2,10.82,21.64
693793,432,17,4,2024-08-19,1,118.52,118.52
391045,326,55,7,2023-07-07,1,65.93,65.93
189431,37,182,5,2024-11-19,3,61.16,183.48
136654,299,148,9,2023-06-17,2,199.36,398.72
897066,494,2,1,2023-11-16,3,198.21,594.63
325851,343,134,9,2024-06-08,3,10.82,32.46
564609,495,147,1,2023-12-21,2,75.95,151.9
646289,132,21,8,2023-12-10,5,128.84,644.2
888855,221,87,1,2024-01-25,1,143.48,143.48
372162,127,5,3,2023-07-04,3,85.67,257.01
836237,487,16,5,2023-08-14,1,199.36,199.36
706225,211,199,4,2024-01-23,2,106.04,212.08
265007,419,156,6,2024-01-30,1,39.07,39.07
964026,206,159,7,2024-01-03,1,69.7,69.7
373494,74,183,5,2023-04-08,2,126.25,252.5
394740,451,118,3,2024-01-04,3,133.46,400.38
292022,496,55,1,2023-10-28,3,47.03,141.09
366563,48,129,9,2023-01-31,1,156.11,156.11
538631,58,180,10,2023-07-07,1,107.1,107.1
425855,122,68,4,2023-05-01,2,69.7,139.4
405048,244,199,3,2024-08-30,3,303.52,910.56
271128,143,52,6,2023-04-16,2,162.54,325.08
737179,288,66,3,2023-12-15,1,131.74,131.74
244329,401,192,5,2024-01-08,1,29.81,29.81
664155,20,29,4,2023-10-02,1,156.36,156.36
359171,434,31,2,2023-12-14,2,10.82,21.64
456829,25,120,10,2023-08-12,2,88.44,176.88
505404,232,106,2,2023-10-31,2,69.68,139.36
342649,178,44,8,2023-08-03,2,166.76,333.52
772351,247,97,7,2024-02-06,2,19.06,38.12
573830,455,18,7,2023-02-16,2,84.6,169.2
326386,133,64,6,2024-12-28,2,153.21,306.42
576682,368,140,4,2023-03-02,2,88.29,176.58
875519,77,3,7,2023-01-17,1,185.28,185.28
120617,278,84,2,2024-09-03,1,117.76,117.76
455646,84,104,9,2023-07-28,1,117.76,117.76
422216,398,128,7,2024-08-30,2,91.89,183.78
827893,111,11,7,2023-01-13,3,169.73,509.19
519041,240,198,3,2024-02-25,2,113.08,226.16
642084,145,12,4,2023-10-06,1,36.65,36.65
687010,249,143,2,2024-03-24,1,19.06,19.06
201923,45,65,5,2024-08-28,1,33.78,33.78
990437,329,9,5,2024-11-01,4,143.48,573.92
508080,401,192,5,2024-06-14,1,3.46,3.46
980701,136,104,3,2023-11-27,4,189.07,756.28
429523,267,34,7,2024-05-11,1,184.87,184.87
477612,185,166,5,2023-05-03,2,137.35,274.7
413217,405,159,10,2024-01-31,1,199.36,199.36
406131,471,95,10,2024-07-27,3,143.42,430.26
299218,193,84,3,2024-11-26,5,54.44,272.2
260411,179,70,7,2024-06-30,2,37.83,75.66
598774,98,129,7,2023-03-18,2,88.69,177.38
519569,386,153,4,2024-07-14,3,39.07,117.21
338348,19,190,3,2024-11-12,2,249.09,498.18
563720,47,18,1,2024-07-10,3,106.04,318.12
